AS Description;Country Code;State;City;Postalcode;Coreg Path;Male/Female;Source;Subid;Age;IP Numerized;Latitude (generated);Longitude (generated);Source + Sub Id;State + City;Hour;Day;Week;DOW;Time Category;Month_Dob;SSD Full Qual
TWC-12271-NYC;US;NY;NEW YORK;10009;Unknown;0;shift44-linkout;1158_Dupe;60.0;1140145643;40.7648;-73.9808;shift44-linkout - 1158_Dupe;NY - NEW YORK;19;3;18;Friday;18 - 24;6;0
CELLCO-PART;US;WI;MILWAUKEE;53216;www.everydaywinner.com;1;flatiron-linkout;2194_5yrjca;49.0;2931975695;43.0115;-87.9735;flatiron-linkout - 2194_5yrjca;WI - MILWAUKEE;19;3;18;Friday;18 - 24;1;0
UUNET;US;PA;NORRISTOWN;19403;Unknown;0;shift44-linkout;485_Dupe;50.0;1625510324;40.1215;-75.3399;shift44-linkout - 485_Dupe;PA - NORRISTOWN;19;3;18;Friday;18 - 24;1;0
ATT-INTERNET4;US;FL;PENSACOLA;32502;Unknown;1;shift44-linkout;485_Dupe;62.0;1112072146;30.4213;-87.2169;shift44-linkout - 485_Dupe;FL - PENSACOLA;19;3;18;Friday;18 - 24;8;0
T-MOBILE-AS21928;US;PA;CHARLEROI;15022;Unknown;0;shift44-linkout;710_Dupe;53.0;2889582906;40.1378;-79.8981;shift44-linkout - 710_Dupe;PA - CHARLEROI;19;3;18;Friday;18 - 24;2;0
T-MOBILE-AS21928;US;MO;WEBB CITY;64870;ScoredIt;1;zeetolinkout-multioffer;Tibrio;63.0;2889566295;37.1464;-94.463;zeetolinkout-multioffer - Tibrio;MO - WEBB CITY;19;3;18;Friday;18 - 24;6;0
CELLCO-PART;US;GA;BREMEN;30110;FoundCashNow;0;zeetodirect-linkout;Digipropz, LLC;50.0;2932982053;33.7212;-85.1455;zeetodirect-linkout - Digipropz, LLC;GA - BREMEN;19;3;18;Friday;18 - 24;9;0
ATT-MOBILITY-LLC-AS20057;US;PA;MARIANNA;15345;Unknown;0;shift44-linkout;974;50.0;1800266303;40.0248;-80.1001;shift44-linkout - 974;PA - MARIANNA;19;3;18;Friday;18 - 24;4;0
ASN-CXA-ALL-CCI-22773-RDC;US;AZ;PHOENIX;85020;FoundCashNow;0;zeetodirect-linkout;Digipropz, LLC;60.0;1186919055;33.4486;-112.0773;zeetodirect-linkout - Digipropz, LLC;AZ - PHOENIX;19;3;18;Friday;18 - 24;12;0
TWC-10796-MIDWEST;US;TN;BROWNSVILLE;38012;Unknown;0;shift44-linkout;1022;60.0;1270489658;35.594;-89.2623;shift44-linkout - 1022;TN - BROWNSVILLE;19;3;18;Friday;18 - 24;3;0
ATT-INTERNET4;US;OH;MIDDLETOWN;45044;Unknown;1;shift44-linkout;1142_Dupe;55.0;206237974;39.5151;-84.3983;shift44-linkout - 1142_Dupe;OH - MIDDLETOWN;19;3;18;Friday;18 - 24;8;0
CELLCO-PART;US;MO;CASSVILLE;65625;www.everydaywinner.net;1;flatiron-linkout;1792_5xdn65;54.0;2935173844;36.677;-93.8688;flatiron-linkout - 1792_5xdn65;MO - CASSVILLE;19;3;18;Friday;18 - 24;6;0
COMCAST-7922;US;FL;JACKSONVILLE;32219;Big Win Sweepstakes;0;zeetolinkout-multioffer;VIPRev, LLC;63.0;411109899;30.3322;-81.6557;zeetolinkout-multioffer - VIPRev, LLC;FL - JACKSONVILLE;19;3;18;Friday;18 - 24;8;0
ATLANTICBB-JOHNSTOWN;US;NH;BARRINGTON;3825;ScoredIt;0;zeetolinkout-multioffer;Tibrio;56.0;3640037112;43.2229;-71.047;zeetolinkout-multioffer - Tibrio;NH - BARRINGTON;19;3;18;Friday;18 - 24;2;0
WINDSTREAM;US;GA;CLAYTON;30525;Unknown;0;shift44-linkout;22_Dupe;52.0;845191100;34.8781;-83.401;shift44-linkout - 22_Dupe;GA - CLAYTON;19;3;18;Friday;18 - 24;9;0
CELLCO-PART;US;PA;MYERSTOWN;17067;Unknown;0;shift44-linkout;230_Dupe;61.0;1272438561;40.3745;-76.3027;shift44-linkout - 230_Dupe;PA - MYERSTOWN;19;3;18;Friday;18 - 24;7;0
CELLCO-PART;US;ME;MERRILL;4780;ScoredIt;0;zeetolinkout-multioffer;Tibrio;51.0;2932131705;46.2;-68.33;zeetolinkout-multioffer - Tibrio;ME - MERRILL;19;3;18;Friday;18 - 24;3;0
WINDSTREAM;US;OH;LAGRANGE;44050;www.mdmexclusives.com;1;flatiron-linkout;1673_1kc1u7;55.0;2914896523;41.2373;-82.1199;flatiron-linkout - 1673_1kc1u7;OH - LAGRANGE;19;3;18;Friday;18 - 24;6;0
ATT-INTERNET4;US;GA;STONE MOUNTAIN;30088;ScoredIt;1;zeetolinkout-multioffer;Tibrio;50.0;1662798898;33.8081;-84.1706;zeetolinkout-multioffer - Tibrio;GA - STONE MOUNTAIN;19;3;18;Friday;18 - 24;1;0
WINDSTREAM;US;GA;MC RAE HELENA;31055;ScoredIt;0;zeetolinkout-multioffer;Tibrio;53.0;1193156231;36.6309;-82.65;zeetolinkout-multioffer - Tibrio;GA - MC RAE HELENA;18;3;18;Friday;18 - 24;10;0
ATT-INTERNET4;US;OH;ROCKY RIVER;44116;ScoredIt;0;zeetolinkout-multioffer;Tibrio;59.0;1665462617;41.4756;-81.8393;zeetolinkout-multioffer - Tibrio;OH - ROCKY RIVER;18;3;18;Friday;18 - 24;9;0
COMCAST-7922;US;PA;MERCERSBURG;17236;Big Win Sweepstakes;0;zeetodirect-linkout;VIPRev, LLC;61.0;2923133737;39.8282;-77.9037;zeetodirect-linkout - VIPRev, LLC;PA - MERCERSBURG;18;3;18;Friday;18 - 24;5;0
ATT-INTERNET4;US;AZ;TUCSON;85705;BlinC;0;zeetolinkout-multioffer;Coinis DMCC;54.0;1821622600;32.2217;-110.9265;zeetolinkout-multioffer - Coinis DMCC;AZ - TUCSON;18;3;18;Friday;18 - 24;7;0
ATT-INTERNET4;US;TN;SAULSBURY;38067;Workn Well;0;zeetodirect-linkout;Tibrio;59.0;2798023961;35.047;-89.0878;zeetodirect-linkout - Tibrio;TN - SAULSBURY;18;3;18;Friday;18 - 24;5;0
T-MOBILE-AS21928;US;MD;ESSEX;21221;FoundCashNow;0;zeetolinkout-multioffer;Digipropz, LLC;58.0;2889544588;39.3075;-76.479;zeetolinkout-multioffer - Digipropz, LLC;MD - ESSEX;18;3;18;Friday;18 - 24;2;1
BHN-33363;US;AL;MILLBROOK;36054;Unknown;0;shift44-linkout;1022_Dupe;58.0;1154449973;32.4799;-86.3619;shift44-linkout - 1022_Dupe;AL - MILLBROOK;18;3;18;Friday;18 - 24;10;1
COMCAST-7922;US;FL;SATSUMA;32189;Jetsetty;0;zeetodirect-linkout;Jetsetty, LLC;52.0;1237343501;29.555;-81.6559;zeetodirect-linkout - Jetsetty, LLC;FL - SATSUMA;18;3;18;Friday;18 - 24;8;0
ATT-INTERNET4;US;SC;ANDERSON;29621;Unknown;0;shift44-linkout;962_Dupe;59.0;1803660634;34.5069;-82.6506;shift44-linkout - 962_Dupe;SC - ANDERSON;18;3;18;Friday;18 - 24;12;0
T-MOBILE-AS21928;US;SC;WELLFORD;29385;Unknown;0;shift44-linkout;971_Dupe;61.0;2889604966;34.96;-82.06;shift44-linkout - 971_Dupe;SC - WELLFORD;18;3;18;Friday;18 - 24;3;0
COMCAST-7922;US;AL;GADSDEN;35901;Unknown;0;shift44-linkout;239_Dupe;54.0;1276214340;34.0144;-86.0067;shift44-linkout - 239_Dupe;AL - GADSDEN;18;3;18;Friday;18 - 24;6;0
CELLCO-PART;US;GA;BREMEN;30110;Unknown;0;shift44-linkout;962_Dupe;56.0;2935895200;33.7212;-85.1455;shift44-linkout - 962_Dupe;GA - BREMEN;18;3;18;Friday;18 - 24;11;0
T-MOBILE-AS21928;US;FL;SAINT PETERSBURG;33707;ScoredIt;1;zeetolinkout-multioffer;Tibrio;60.0;2889377090;27.77;-82.65;zeetolinkout-multioffer - Tibrio;FL - SAINT PETERSBURG;18;3;18;Friday;18 - 24;8;0
T-MOBILE-AS21928;US;FL;MIDDLEBURG;32068;www.everydaywinner.com;1;flatiron-linkout;281_5homi4;60.0;2889564467;30.0689;-81.8604;flatiron-linkout - 281_5homi4;FL - MIDDLEBURG;18;3;18;Friday;18 - 24;10;1
AKAMAI-AS;US;AL;MOBILE;36610;Finderish;1;zeetolinkout-multioffer;Tibrio;52.0;2900431594;30.6488;-88.1946;zeetolinkout-multioffer - Tibrio;AL - MOBILE;18;3;18;Friday;18 - 24;2;0
T-MOBILE-AS21928;US;WI;DELAVAN;53115;ScoredIt;0;zeetolinkout-multioffer;Tibrio;56.0;2889572735;42.6331;-88.6437;zeetolinkout-multioffer - Tibrio;WI - DELAVAN;18;3;18;Friday;18 - 24;5;0
CHARTER-20115;US;MO;SAINT LOUIS;63111;www.everydaywinner.com;1;flatiron-linkout;1673_5iklec;62.0;416273254;38.63;-90.19;flatiron-linkout - 1673_5iklec;MO - SAINT LOUIS;18;3;18;Friday;18 - 24;7;1
CELLCO-PART;US;PA;BERWICK;18603;ScoredIt;0;zeetolinkout-multioffer;Tibrio;58.0;2932211973;41.0602;-76.2461;zeetolinkout-multioffer - Tibrio;PA - BERWICK;18;3;18;Friday;18 - 24;8;0
WINDSTREAM;US;GA;MONROE;30655;ScoredIt;1;zeetodirect-linkout;Tibrio;51.0;1264273864;33.7948;-83.7132;zeetodirect-linkout - Tibrio;GA - MONROE;18;3;18;Friday;18 - 24;7;0
ATT-INTERNET4;US;OR;ESTACADA;97023;Unknown;1;shift44-linkout;962;53.0;1803178370;45.2893;-122.3362;shift44-linkout - 962;OR - ESTACADA;18;3;18;Friday;18 - 24;6;0
CHARTER-20115;US;NC;SPRING LAKE;28390;Workn Well;0;zeetodirect-linkout;Tibrio;59.0;797212819;35.1679;-78.9728;zeetodirect-linkout - Tibrio;NC - SPRING LAKE;18;3;18;Friday;18 - 24;10;0
TWC-10796-MIDWEST;US;OH;LIMA;45804;Finderish;0;zeetolinkout-multioffer;Tibrio;50.0;1277327509;40.7426;-84.1052;zeetolinkout-multioffer - Tibrio;OH - LIMA;18;3;18;Friday;18 - 24;11;0
CELLCO-PART;US;GA;NORMAN PARK;31771;Workn Well;0;zeetodirect-linkout;Tibrio;50.0;2933534874;31.2691;-83.6871;zeetodirect-linkout - Tibrio;GA - NORMAN PARK;18;3;18;Friday;18 - 24;2;0
CENTURYLINK-US-LEGACY-QWEST;US;FL;LEHIGH ACRES;33974;Workn Well;0;zeetodirect-linkout;Tibrio;55.0;1204844019;26.6253;-81.6248;zeetodirect-linkout - Tibrio;FL - LEHIGH ACRES;18;3;18;Friday;18 - 24;3;0
T-MOBILE-AS21928;US;MD;TANEYTOWN;21787;www.everydaywinner.com;1;flatiron-linkout;598_5dkxw7;54.0;2889604671;39.6579;-77.1741;flatiron-linkout - 598_5dkxw7;MD - TANEYTOWN;17;3;18;Friday;12 - 18;1;0
BRMEMC;US;NC;MURPHY;28906;Big Win Sweepstakes;0;zeetodirect-linkout;VIPRev, LLC;50.0;642863174;35.0876;-84.0346;zeetodirect-linkout - VIPRev, LLC;NC - MURPHY;17;3;18;Friday;12 - 18;12;0
T-MOBILE-AS21928;US;PA;CHESTER;19013;Unknown;1;shift44-linkout;1022;52.0;2889534333;39.8496;-75.3557;shift44-linkout - 1022;PA - CHESTER;17;3;18;Friday;12 - 18;10;0
COMCAST-7922;US;PA;TELFORD;18969;FoundCashNow;0;zeetolinkout-multioffer;Digipropz, LLC;53.0;1206301578;40.322;-75.328;zeetolinkout-multioffer - Digipropz, LLC;PA - TELFORD;17;3;18;Friday;12 - 18;4;0
HNS-DIRECPC;US;AL;GRAHAM;36263;ScoredIt;1;zeetolinkout-multioffer;Tibrio;56.0;1127018503;33.4576;-85.3208;zeetolinkout-multioffer - Tibrio;AL - GRAHAM;17;3;18;Friday;12 - 18;6;0
T-MOBILE-AS21928;US;IL;CHICAGO;60641;www.everydaywinner.com;1;flatiron-linkout;1719_51liho;55.0;2889355286;41.8756;-87.6244;flatiron-linkout - 1719_51liho;IL - CHICAGO;17;3;18;Friday;12 - 18;1;0
ATT-INTERNET4;US;FL;JACKSONVILLE;32221;Finderish;1;zeetolinkout-multioffer;Tibrio;54.0;1142411682;30.3322;-81.6557;zeetolinkout-multioffer - Tibrio;FL - JACKSONVILLE;17;3;18;Friday;12 - 18;1;0
TWC-11351-NORTHEAST;US;NY;ROCHESTER;14613;ScoredIt;0;zeetolinkout-multioffer;Tibrio;57.0;1645044124;43.1573;-77.6152;zeetolinkout-multioffer - Tibrio;NY - ROCHESTER;17;3;18;Friday;12 - 18;4;0
UUNET;US;MD;BROOKLYN PARK;21225;Jetsetty;0;zeetodirect-linkout;Jetsetty, LLC;60.0;2546215703;36.6309;-82.65;zeetodirect-linkout - Jetsetty, LLC;MD - BROOKLYN PARK;17;3;18;Friday;12 - 18;10;0
T-MOBILE-AS21928;US;FL;LUTZ;33549;FoundCashNow;0;zeetolinkout-multioffer;Digipropz, LLC;58.0;2889376759;28.1511;-82.4615;zeetolinkout-multioffer - Digipropz, LLC;FL - LUTZ;17;3;18;Friday;12 - 18;12;0
CHARTER-20115;US;IL;EAST ALTON;62024;www.everydaywinner.com;1;flatiron-linkout;884_5vrk6e;51.0;596652984;38.8803;-90.1112;flatiron-linkout - 884_5vrk6e;IL - EAST ALTON;17;3;18;Friday;12 - 18;8;0
RCN-AS;US;IL;CALUMET CITY;60409;ScoredIt;0;zeetolinkout-multioffer;Tibrio;60.0;3634651898;41.6156;-87.5295;zeetolinkout-multioffer - Tibrio;IL - CALUMET CITY;17;3;18;Friday;12 - 18;2;0
CELLCO-PART;US;AZ;BULLHEAD CITY;86442;ScoredIt;1;zeetolinkout-multioffer;Tibrio;61.0;1639297732;35.1478;-114.5683;zeetolinkout-multioffer - Tibrio;AZ - BULLHEAD CITY;17;3;18;Friday;12 - 18;7;0
TWC-11427-TEXAS;US;NE;LINWOOD;68036;Unknown;1;shift44-linkout;356;54.0;1280582744;41.4122;-96.9314;shift44-linkout - 356;NE - LINWOOD;17;3;18;Friday;12 - 18;12;0
UUNET;US;NY;BRONX;10460;ScoredIt;1;zeetolinkout-multioffer;Tibrio;51.0;1198096255;40.8262;-73.9231;zeetolinkout-multioffer - Tibrio;NY - BRONX;17;3;18;Friday;12 - 18;11;0
CELLCO-PART;US;MO;PECULIAR;64078;Unknown;0;shift44-linkout;751_Dupe;50.0;2933248086;38.7192;-94.4586;shift44-linkout - 751_Dupe;MO - PECULIAR;17;3;18;Friday;12 - 18;4;0
CELLCO-PART;US;NC;ELIZABETH CITY;27909;Finderish;1;zeetolinkout-multioffer;Tibrio;60.0;2933993497;36.2957;-76.2248;zeetolinkout-multioffer - Tibrio;NC - ELIZABETH CITY;17;3;18;Friday;12 - 18;3;0
T-MOBILE-AS21928;US;NY;YONKERS;10701;ScoredIt;0;zeetolinkout-multioffer;Tibrio;63.0;2889602231;40.9312;-73.8987;zeetolinkout-multioffer - Tibrio;NY - YONKERS;17;3;18;Friday;12 - 18;10;0
ATT-INTERNET4;US;IL;ARLINGTON HEIGHTS;60004;Unknown;1;shift44-linkout;1022_Dupe;62.0;1821598980;42.0813;-87.9801;shift44-linkout - 1022_Dupe;IL - ARLINGTON HEIGHTS;16;3;18;Friday;12 - 18;11;0
CELLCO-PART;US;NC;GOLDSBORO;27534;Finderish;0;zeetodirect-linkout;Tibrio;62.0;2932600885;35.3849;-77.9928;zeetodirect-linkout - Tibrio;NC - GOLDSBORO;16;3;18;Friday;12 - 18;5;0
T-MOBILE-AS21928;US;OR;LA GRANDE;97850;www.everydaywinner.net;1;flatiron-linkout;1792_5a1nec;55.0;2889402415;45.3246;-118.0879;flatiron-linkout - 1792_5a1nec;OR - LA GRANDE;16;3;18;Friday;12 - 18;5;0
COMCAST-7922;US;IL;ELGIN;60123;Unknown;0;shift44-linkout;1022_Dupe;51.0;1658136931;42.0372;-88.2812;shift44-linkout - 1022_Dupe;IL - ELGIN;16;3;18;Friday;12 - 18;2;0
COMCAST-7922;US;FL;NORTH PORT;34287;Unknown;1;shift44-linkout;1182;61.0;1226522773;27.0442;-82.2359;shift44-linkout - 1182;FL - NORTH PORT;16;3;18;Friday;12 - 18;8;0
TWC-12271-NYC;US;NY;OZONE PARK;11417;www.mdmexclusives.com;1;flatiron-linkout;2025_1oqy9q;61.0;1170908263;40.6768;-73.8437;flatiron-linkout - 2025_1oqy9q;NY - OZONE PARK;16;3;18;Friday;12 - 18;5;0
CHARTER-20115;US;NC;ROANOKE RAPIDS;27870;Jetsetty;0;zeetolinkout-multioffer;Jetsetty, LLC;53.0;797290021;36.4615;-77.6541;zeetolinkout-multioffer - Jetsetty, LLC;NC - ROANOKE RAPIDS;16;3;18;Friday;12 - 18;9;0
T-MOBILE-AS21928;US;OK;CLAREMORE;74018;OkWow;0;zeetodirect-linkout;Tibrio;61.0;2889528422;36.3126;-95.6159;zeetodirect-linkout - Tibrio;OK - CLAREMORE;16;3;18;Friday;12 - 18;6;0
TWC-11426-CAROLINAS;US;NC;LELAND;28451;Your Birthday Rewards;0;zeetolinkout-multioffer;Tibrio;61.0;1269976428;34.2563;-78.0447;zeetolinkout-multioffer - Tibrio;NC - LELAND;16;3;18;Friday;12 - 18;5;0
T-MOBILE-AS21928;US;SC;CHESTER;29706;ScoredIt;0;zeetolinkout-multioffer;Tibrio;63.0;2889604194;34.7049;-81.2143;zeetolinkout-multioffer - Tibrio;SC - CHESTER;16;3;18;Friday;12 - 18;12;0
UUNET;US;MD;GERMANTOWN;20874;Jetsetty;0;zeetolinkout-multioffer;Jetsetty, LLC;59.0;1814011962;39.1732;-77.2717;zeetolinkout-multioffer - Jetsetty, LLC;MD - GERMANTOWN;16;3;18;Friday;12 - 18;11;0
TWC-11426-CAROLINAS;US;NC;CHINA GROVE;28023;Unknown;0;shift44-linkout;485_Dupe;61.0;1277437280;35.5693;-80.5817;shift44-linkout - 485_Dupe;NC - CHINA GROVE;16;3;18;Friday;12 - 18;11;0
CHARTER-20115;US;MO;SAINT LOUIS;63137;Unknown;1;shift44-linkout;827_Dupe;61.0;391426389;38.63;-90.19;shift44-linkout - 827_Dupe;MO - SAINT LOUIS;16;3;18;Friday;12 - 18;2;0
T-MOBILE-AS21928;US;PA;WILKES BARRE;18705;ScoredIt;0;zeetolinkout-multioffer;Tibrio;53.0;2889407136;41.2459;-75.8813;zeetolinkout-multioffer - Tibrio;PA - WILKES BARRE;15;3;18;Friday;12 - 18;11;0
CELLCO-PART;US;AL;WOODSTOCK;35188;OkWow;0;zeetodirect-linkout;Tibrio;52.0;2933362929;33.2068;-87.15;zeetodirect-linkout - Tibrio;AL - WOODSTOCK;15;3;18;Friday;12 - 18;1;1
ATT-MOBILITY-LLC-AS20057;US;TN;MURFREESBORO;37129;www.everydaywinner.com;1;flatiron-linkout;1719_51liho;62.0;1800268412;35.846;-86.392;flatiron-linkout - 1719_51liho;TN - MURFREESBORO;15;3;18;Friday;12 - 18;7;0
CHARTER-20115;US;GA;DUBLIN;31027;Big Win Sweepstakes;0;zeetodirect-linkout;VIPRev, LLC;50.0;597098290;32.5404;-82.9038;zeetodirect-linkout - VIPRev, LLC;GA - DUBLIN;15;3;18;Friday;12 - 18;10;0
UUNET;US;NY;BRONX;10467;The Savvy Sampler;0;zeetolinkout-multioffer;Tibrio;60.0;1680213508;40.8262;-73.9231;zeetolinkout-multioffer - Tibrio;NY - BRONX;15;3;18;Friday;12 - 18;10;0
BHN-33363;US;FL;ORLANDO;32817;The Savvy Sampler;0;zeetolinkout-multioffer;Tibrio;59.0;596739597;28.5421;-81.379;zeetolinkout-multioffer - Tibrio;FL - ORLANDO;15;3;18;Friday;12 - 18;6;0
ATT-INTERNET4;US;MO;HAZELWOOD;63042;FoundCashNow;0;zeetolinkout-multioffer;Digipropz, LLC;54.0;393418393;38.7714;-90.3709;zeetolinkout-multioffer - Digipropz, LLC;MO - HAZELWOOD;15;3;18;Friday;12 - 18;12;0
ATT-INTERNET4;US;OK;OKLAHOMA CITY;73170;a.everydaywinner.com;1;flatiron-linkout;1673_5iklec;55.0;1826007810;35.473;-97.5171;flatiron-linkout - 1673_5iklec;OK - OKLAHOMA CITY;15;3;18;Friday;12 - 18;4;0
ATLANTICBB-JOHNSTOWN;US;OH;SHEFFIELD LAKE;44054;Unknown;0;shift44-linkout;1196_Dupe;62.0;1266054279;41.4875;-82.1015;shift44-linkout - 1196_Dupe;OH - SHEFFIELD LAKE;15;3;18;Friday;12 - 18;6;0
ATT-INTERNET4;US;OH;SALINEVILLE;43945;Unknown;0;shift44-linkout;1166_Dupe;59.0;206238011;40.6226;-80.8379;shift44-linkout - 1166_Dupe;OH - SALINEVILLE;15;3;18;Friday;12 - 18;8;0
CHARTER-20115;US;WI;JANESVILLE;53548;a.everydaywinner.com;1;flatiron-linkout;309_58nh6d;62.0;1197082092;42.7152;-88.9908;flatiron-linkout - 309_58nh6d;WI - JANESVILLE;15;3;18;Friday;12 - 18;7;0
CELLCO-PART;US;NC;CANDOR;27229;ScoredIt;0;zeetolinkout-multioffer;Tibrio;54.0;2935316647;35.2951;-79.7453;zeetolinkout-multioffer - Tibrio;NC - CANDOR;15;3;18;Friday;12 - 18;3;0
AMAZON-02;US;OR;PORTLAND;97236;ScoredIt;0;zeetolinkout-multioffer;Tibrio;52.0;2713501301;45.5202;-122.6742;zeetolinkout-multioffer - Tibrio;OR - PORTLAND;15;3;18;Friday;12 - 18;6;0
ATT-INTERNET4;US;FL;PALATKA;32177;Unknown;1;shift44-linkout;356;51.0;1745444009;29.6488;-81.6372;shift44-linkout - 356;FL - PALATKA;15;3;18;Friday;12 - 18;11;0
USCC-ASN;US;ME;LIMESTONE;4750;Unknown;0;shift44-linkout;1166_Dupe;52.0;2797010101;46.9087;-67.8259;shift44-linkout - 1166_Dupe;ME - LIMESTONE;15;3;18;Friday;12 - 18;7;0
TWC-11426-CAROLINAS;US;NC;SHELBY;28150;ScoredIt;1;zeetolinkout-multioffer;Tibrio;62.0;2890490948;35.2924;-81.5356;zeetolinkout-multioffer - Tibrio;NC - SHELBY;15;3;18;Friday;12 - 18;7;0
UUNET;US;NY;BUFFALO;14221;The Savvy Sampler;0;zeetolinkout-multioffer;Tibrio;60.0;1213749158;42.9333;-78.877;zeetolinkout-multioffer - Tibrio;NY - BUFFALO;15;3;18;Friday;12 - 18;9;0
CHARTER-20115;US;WI;JANESVILLE;53548;a.everydaywinner.com;1;flatiron-linkout;309_58nh6d;62.0;1197082092;42.7152;-88.9908;flatiron-linkout - 309_58nh6d;WI - JANESVILLE;15;3;18;Friday;12 - 18;7;1
ATT-INTERNET4;US;OH;XENIA;45385;ScoredIt;0;zeetolinkout-multioffer;Tibrio;62.0;206237257;39.6848;-83.9297;zeetolinkout-multioffer - Tibrio;OH - XENIA;15;3;18;Friday;12 - 18;8;0
CELLCO-PART;US;GA;COVINGTON;30014;Unknown;0;shift44-linkout;870_Dupe;61.0;2932949083;33.5968;-83.8602;shift44-linkout - 870_Dupe;GA - COVINGTON;14;3;18;Friday;12 - 18;9;0
CUMBERLAND-CONNECT;US;TN;BIG ROCK;37023;Unknown;0;shift44-linkout;529_Dupe;61.0;2858906689;36.5806;-87.76;shift44-linkout - 529_Dupe;TN - BIG ROCK;14;3;18;Friday;12 - 18;6;0
T-MOBILE-AS21928;US;SC;WARE SHOALS;29692;Workn Well;0;zeetolinkout-multioffer;Tibrio;55.0;2889603388;34.3985;-82.2468;zeetolinkout-multioffer - Tibrio;SC - WARE SHOALS;14;3;18;Friday;12 - 18;9;0
MOJOHOST;US;CT;MIDDLETOWN;6457;The Savvy Sampler;0;zeetolinkout-multioffer;Tibrio;61.0;3494549342;41.5623;-72.6506;zeetolinkout-multioffer - Tibrio;CT - MIDDLETOWN;14;3;18;Friday;12 - 18;7;0
CELLCO-PART;US;OK;TULSA;74127;Workn Well;0;zeetolinkout-multioffer;Tibrio;58.0;2932516897;36.1012;-95.9251;zeetolinkout-multioffer - Tibrio;OK - TULSA;14;3;18;Friday;12 - 18;8;0
CELLCO-PART;US;CT;STAFFORD SPRINGS;6076;www.everydaywinner.com;1;flatiron-linkout;1481_5y48ld;58.0;2931821864;41.9543;-72.3023;flatiron-linkout - 1481_5y48ld;CT - STAFFORD SPRINGS;14;3;18;Friday;12 - 18;6;0
AMAZON-02;US;FL;BRADENTON;34207;ScoredIt;1;zeetodirect-linkout;Tibrio;55.0;2713496587;27.4989;-82.5748;zeetodirect-linkout - Tibrio;FL - BRADENTON;14;3;18;Friday;12 - 18;11;0
T-MOBILE-AS21928;US;CT;NAUGATUCK;6770;ScoredIt;0;zeetolinkout-multioffer;Tibrio;56.0;2889550020;41.486;-73.0509;zeetolinkout-multioffer - Tibrio;CT - NAUGATUCK;14;3;18;Friday;12 - 18;2;0
T-MOBILE-AS21928;US;NC;BESSEMER CITY;28016;ScoredIt;0;zeetolinkout-multioffer;Tibrio;61.0;2889546737;35.2849;-81.284;zeetolinkout-multioffer - Tibrio;NC - BESSEMER CITY;14;3;18;Friday;12 - 18;1;0
CELLCO-PART;US;AL;PHENIX CITY;36870;ScoredIt;0;zeetolinkout-multioffer;Tibrio;59.0;2932335259;32.471;-85.0008;zeetolinkout-multioffer - Tibrio;AL - PHENIX CITY;14;3;18;Friday;12 - 18;6;0
FRONTIER-FRTR;US;WI;MAUSTON;53948;Unknown;0;shift44-linkout;827_Dupe;62.0;845783145;43.7972;-90.0773;shift44-linkout - 827_Dupe;WI - MAUSTON;14;3;18;Friday;12 - 18;9;0
CHARTER-20115;US;GA;LOCUST GROVE;30248;ScoredIt;0;zeetolinkout-multioffer;Tibrio;52.0;2924524608;33.3459;-84.1091;zeetolinkout-multioffer - Tibrio;GA - LOCUST GROVE;14;3;18;Friday;12 - 18;2;1
CHARTER-20115;US;SC;GAFFNEY;29340;Unknown;0;shift44-linkout;529_Dupe;52.0;418476546;35.0718;-81.6498;shift44-linkout - 529_Dupe;SC - GAFFNEY;14;3;18;Friday;12 - 18;4;0
CELLCO-PART;US;ME;SANFORD;4073;Workn Well;0;zeetolinkout-multioffer;Tibrio;60.0;2932133933;43.4392;-70.7742;zeetolinkout-multioffer - Tibrio;ME - SANFORD;14;3;18;Friday;12 - 18;10;0
HREC-AS-01;US;OR;HOOD RIVER;97031;Unknown;0;shift44-linkout;501_Dupe;62.0;643264098;45.5312;-121.6476;shift44-linkout - 501_Dupe;OR - HOOD RIVER;14;3;18;Friday;12 - 18;9;0
COMCAST-7922;US;MD;BALTIMORE;21216;OkWow;0;zeetolinkout-multioffer;Tibrio;59.0;410914595;39.2909;-76.6108;zeetolinkout-multioffer - Tibrio;MD - BALTIMORE;14;3;18;Friday;12 - 18;7;0
CENTURYLINK-US-LEGACY-QWEST;US;OR;EUGENE;97401;ScoredIt;1;zeetolinkout-multioffer;Tibrio;59.0;1067124500;44.0505;-123.0951;zeetolinkout-multioffer - Tibrio;OR - EUGENE;13;3;18;Friday;12 - 18;7;0
ATT-INTERNET4;US;FL;BRONSON;32621;www.everydaywinner.com;1;flatiron-linkout;1698_59lunu;58.0;2798089254;29.4477;-82.6423;flatiron-linkout - 1698_59lunu;FL - BRONSON;13;3;18;Friday;12 - 18;4;0
TWC-11426-CAROLINAS;US;NC;THOMASVILLE;27360;Unknown;1;shift44-linkout;962;57.0;1102858454;35.8832;-80.0818;shift44-linkout - 962;NC - THOMASVILLE;13;3;18;Friday;12 - 18;3;0
LATITUDE-SH;US;CA;LA;90014;Unknown;0;interestmedia-linkout;Unknown;39.0;2640410908;36.6309;-82.65;interestmedia-linkout - Unknown;CA - LA;13;3;18;Friday;12 - 18;7;0
